name,link,image,regular_price,category,store,date,discount_price
"SAMSUNG UE55CU7172UXXH, 55"" (139.7cm) 4К UHD Smart TV",/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/4K-Ultra-HD-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/SAMSUNG-UE55CU7172UXXH%2C-55%22-%28139-7cm%29-4%D0%9A-UHD-Smart-TV/p/EK000549466,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000549466_1.image,34799,TV,EKupi,2023-09-09,
PHILIPS LED TV 50PUS8007/12 телевизор,/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/PHILIPS-LED-TV-50PUS8007-12-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80/p/EK000544217,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000544217_1.image,31990,TV,EKupi,2023-09-09,
PHILIPS LED TV 65PUS8007/12 телевизор,/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/PHILIPS-LED-TV-65PUS8007-12-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80/p/EK000544219,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000544219_1.image,44999,TV,EKupi,2023-09-09,
PHILIPS LED TV 65PUS8507/12 телевизор,/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/PHILIPS-LED-TV-65PUS8507-12-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80/p/EK000544218,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000544218_1.image,54990,TV,EKupi,2023-09-09,
"LG LED 43UQ70003LB, 4K Ultra HD, Smart TV, webOS, ThinQ AI, Procesor α5 Gen5 AI, Сива боја **МОДЕЛ 2022**",/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/4K-Ultra-HD-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/LG-LED-43UQ70003LB%2C-4K-Ultra-HD%2C-Smart-TV%2C-webOS%2C-ThinQ-AI%2C-Procesor-%CE%B15-Gen5-AI%2C-%D0%A1%D0%B8%D0%B2%D0%B0-%D0%B1%D0%BE%D1%98%D0%B0-%D0%9C%D0%9E%D0%94%D0%95%D0%9B-2022-/p/EK000480308,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000480308_1.image,20699,TV,EKupi,2023-09-09,
"LG NanoCell 55NANO783QA, 4K Ultra HD, Smart TV, webOS i ThinQ AI, α7 AI Processor 4K, Magic remote, Сребрена **МОДЕЛ 2022**",/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/4K-Ultra-HD-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/LG-NanoCell-55NANO783QA%2C-4K-Ultra-HD%2C-Smart-TV%2C-webOS-i-ThinQ-AI%2C-%CE%B17-AI-Processor-4K%2C-Magic-remote%2C-%D0%A1%D1%80%D0%B5%D0%B1%D1%80%D0%B5%D0%BD%D0%B0-%D0%9C%D0%9E%D0%94%D0%95%D0%9B-2022-/p/EK000480934,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000480934_1.image,34999,TV,EKupi,2023-09-09,
"Tesla 40E325BF Full HD (1920 x 1080 px), Dolby Virtual Surroound, Телевизор",/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/Tesla-40E325BF-Full-HD-%281920-x-1080-px%29%2C-Dolby-Virtual-Surroound%2C-%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80/p/EK000543856,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000543856_1.image,10599,TV,EKupi,2023-09-09,
VIVAX IMAGO A Series 50UHD10K _REG телевизор,/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/4K-Ultra-HD-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/VIVAX-IMAGO-A-Series-50UHD10K-REG-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80/p/EK000541960,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000541960_1.image,17999,TV,EKupi,2023-09-09,
"SAMSUNG UE50CU7172UXXH, 50"" (127cm) 4К UHD Smart TV",/mk/%D0%95%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8-%D0%B8-%D0%BE%D0%BF%D1%80%D0%B5%D0%BC%D0%B0/T%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/4K-Ultra-HD-%D1%82%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D0%B8/SAMSUNG-UE50CU7172UXXH%2C-50%22-%28127cm%29-4%D0%9A-UHD-Smart-TV/p/EK000549459,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000549459_1.image,33990,TV,EKupi,2023-09-09,
ASUS DUAL-RX560-4G графичка карта,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%93%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B8-%D0%BA%D0%B0%D1%80%D1%82%D0%B8/ASUS-DUAL-RX560-4G-%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B0-%D0%BA%D0%B0%D1%80%D1%82%D0%B0/p/EK000527454,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000527454_1.image,8500,GPU,EKupi,2023-09-09,
Asus nVidia GeForce GT 710 2GB DDR3 EVO графичка карта,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%93%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B8-%D0%BA%D0%B0%D1%80%D1%82%D0%B8/Asus-nVidia-GeForce-GT-710-2GB-DDR3-EVO-%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B0-%D0%BA%D0%B0%D1%80%D1%82%D0%B0/p/EK000555819,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000555819_1.image,3190,GPU,EKupi,2023-09-09,
ASUS STRIX-LC-RX6900XT-O16G-GAMING графичка карта,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%93%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B8-%D0%BA%D0%B0%D1%80%D1%82%D0%B8/ASUS-STRIX-LC-RX6900XT-O16G-GAMING-%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B0-%D0%BA%D0%B0%D1%80%D1%82%D0%B0/p/EK000466252,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000466252_1.image,104570,GPU,EKupi,2023-09-09,
ASrock RX6600 Challenger D 8G,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%93%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B8-%D0%BA%D0%B0%D1%80%D1%82%D0%B8/ASrock-RX6600-Challenger-D-8G/p/EK000486709,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000486709_1.image,15500,GPU,EKupi,2023-09-09,
ASUS DUAL-RTX3050-O8G gaming графичка карта,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%93%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B8-%D0%BA%D0%B0%D1%80%D1%82%D0%B8/ASUS-DUAL-RTX3050-O8G-gaming-%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B0-%D0%BA%D0%B0%D1%80%D1%82%D0%B0/p/EK000466342,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000466342_1.image,16300,GPU,EKupi,2023-09-09,
ASUS DUAL-RTX3060-O12G-V2 gaming графичка карта,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%93%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B8-%D0%BA%D0%B0%D1%80%D1%82%D0%B8/ASUS-DUAL-RTX3060-O12G-V2-gaming-%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%BA%D0%B0-%D0%BA%D0%B0%D1%80%D1%82%D0%B0/p/EK000466262,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000466262_1.image,21900,GPU,EKupi,2023-09-09,
INTEL Core i7 9700 tray процесор,/mk/GAMING-%D0%90%D0%9A%D0%A6%D0%98%D0%88%D0%90/%D0%9F%D1%80%D0%BE%D1%84%D0%B5%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%86%D0%B8/INTEL-Core-i7-9700-tray-%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80/p/EK000318512,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000318512_1.image,22690,CPU,EKupi,2023-09-09,
INTEL Core i3 10105F Box процесор,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80%D0%B8/INTEL-Core-i3-10105F-Box-%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80/p/EK000413650,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000413650_1.image,4550,CPU,EKupi,2023-09-09,
Intel Core i5-10400F 2.9GHz LGA1200 12M Cache Box BX8070110400F  S RH3D процесор,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80%D0%B8/Intel-Core-i5-10400F-2-9GHz-LGA1200-12M-Cache-Box-BX8070110400F-S-RH3D-%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80/p/EK000555880,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000555880_1.image,6490,CPU,EKupi,2023-09-09,
AMD Ryzen 5 5600X процесор,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80%D0%B8/AMD-Ryzen-5-5600X-%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80/p/EK000555939,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000555939_1.image,11290,CPU,EKupi,2023-09-09,
Intel Core i5-10400 процесор,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80%D0%B8/Intel-Core-i5-10400-%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80/p/EK000555848,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000555848_1.image,8590,CPU,EKupi,2023-09-09,
AMD Ryzen 5 5600G процесор,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80%D0%B8/AMD-Ryzen-5-5600G-%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80/p/EK000555931,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000555931_1.image,8090,CPU,EKupi,2023-09-09,
AMD Ryzen 7 5700G процесор,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80%D0%B8/AMD-Ryzen-7-5700G-%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80/p/EK000555860,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000555860_1.image,11590,CPU,EKupi,2023-09-09,
Intel Core i7-10700 процесор,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80%D0%B8/Intel-Core-i7-10700-%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80/p/EK000555927,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000555927_1.image,21590,CPU,EKupi,2023-09-09,
CPU AMD Ryzen 7 5700G,/mk/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8/%D0%9A%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D0%B8-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D1%84%D0%B5%D1%80%D0%B8%D1%98%D0%B0/K%D0%BE%D0%BC%D0%BF%D1%98%D1%83%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D1%81%D0%BE%D1%80%D0%B8/CPU-AMD-Ryzen-7-5700G/p/EK000417735,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000417735_1.image,21990,CPU,EKupi,2023-09-09,
"VIVAX COOL Q DESIGN 3,5kW R32, инвертер клима уред",/mk/%D0%90%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D0%B8-%D0%B7%D0%B0-%D0%B4%D0%BE%D0%BC%D0%B0%D1%9C%D0%B8%D0%BD%D1%81%D1%82%D0%B2%D0%BE/%D0%93%D1%80%D0%B5%D0%B5%D1%9A%D0%B5-%D0%B8-%D0%BB%D0%B0%D0%B4%D0%B5%D1%9A%D0%B5/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4%D0%B8/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4%D0%B8-%D0%B7%D0%B0-%D0%B4%D0%BE%D0%BC/VIVAX-COOL-Q-DESIGN-3%2C5kW-R32%2C-%D0%B8%D0%BD%D0%B2%D0%B5%D1%80%D1%82%D0%B5%D1%80-%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4/p/EK000074910,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000074910_1.image,20990,AC,EKupi,2023-09-09,
"VIVAX COOL V+ DESIGN 3,81kW GRAY MIRROR R32 инвертер клима уред",/mk/%D0%90%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D0%B8-%D0%B7%D0%B0-%D0%B4%D0%BE%D0%BC%D0%B0%D1%9C%D0%B8%D0%BD%D1%81%D1%82%D0%B2%D0%BE/%D0%93%D1%80%D0%B5%D0%B5%D1%9A%D0%B5-%D0%B8-%D0%BB%D0%B0%D0%B4%D0%B5%D1%9A%D0%B5/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4%D0%B8/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4%D0%B8-%D0%B7%D0%B0-%D0%B4%D0%BE%D0%BC/VIVAX-COOL-V%2B-DESIGN-3%2C81kW-GRAY-MIRROR-R32-%D0%B8%D0%BD%D0%B2%D0%B5%D1%80%D1%82%D0%B5%D1%80-%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4/p/EK000326385,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000326385_1.image,32999,AC,EKupi,2023-09-09,
"VIVAX COOL R+ DESIGN 3,5kW R32 RED, инвертер клима уред",/mk/%D0%90%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D0%B8-%D0%B7%D0%B0-%D0%B4%D0%BE%D0%BC%D0%B0%D1%9C%D0%B8%D0%BD%D1%81%D1%82%D0%B2%D0%BE/%D0%93%D1%80%D0%B5%D0%B5%D1%9A%D0%B5-%D0%B8-%D0%BB%D0%B0%D0%B4%D0%B5%D1%9A%D0%B5/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4%D0%B8/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4%D0%B8-%D0%B7%D0%B0-%D0%B4%D0%BE%D0%BC/VIVAX-COOL-R%2B-DESIGN-3%2C5kW-R32-RED%2C-%D0%B8%D0%BD%D0%B2%D0%B5%D1%80%D1%82%D0%B5%D1%80-%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0-%D1%83%D1%80%D0%B5%D0%B4/p/EK000207360,https://yekupi.blob.core.windows.net/ekupimk/300Wx300H/EK000207360_1.image,32990,AC,EKupi,2023-09-09,
